,Unnamed: 0,date,rank,song,artist,gender,genre,genres
0,0,2021,1,Easy On Me,Adele,,,"['british soul', 'pop', 'pop soul', 'uk pop']"
1,1,2021,2,Stay,The Kid LAROI & Justin Bieber,,,['australian hip hop']
2,2,2021,3,Industry Baby,Lil Nas X & Jack Harlow,,,"['lgbtq+ hip hop', 'pop']"
3,3,2021,4,Fancy Like,Walker Hayes,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
4,4,2021,5,Bad Habits,Ed Sheeran,,,"['pop', 'uk pop']"
5,5,2021,6,Way 2 Sexy,Drake Featuring Future & Young Thug,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
6,6,2021,7,Shivers,Ed Sheeran,,,"['pop', 'uk pop']"
7,7,2021,8,Good 4 U,Olivia Rodrigo,,,['pop']
8,8,2021,9,Need To Know,Doja Cat,,,"['dance pop', 'pop']"
9,9,2021,10,Levitating,Dua Lipa,,,"['dance pop', 'pop', 'uk pop']"
10,10,2021,11,Essence,Wizkid Featuring Justin Bieber & Tems,,,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']"
11,11,2021,12,Kiss Me More,Doja Cat Featuring SZA,,,"['dance pop', 'pop']"
12,12,2021,13,Heat Waves,Glass Animals,,,"['gauze pop', 'indietronica', 'shiver pop']"
13,13,2021,14,Beggin',Maneskin,,,"['indie rock italiano', 'italian pop']"
14,14,2021,15,Cold Heart (PNAU Remix),Elton John & Dua Lipa,,,"['glam rock', 'mellow gold', 'piano rock']"
15,15,2021,16,You Right,Doja Cat & The Weeknd,,,"['dance pop', 'pop']"
16,16,2021,17,Save Your Tears,The Weeknd & Ariana Grande,,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
17,17,2021,18,If I Didn't Love You,Jason Aldean & Carrie Underwood,,,"['contemporary country', 'country', 'country road']"
18,18,2021,19,Traitor,Olivia Rodrigo,,,['pop']
19,19,2021,20,My Universe,Coldplay x BTS,,,"['permanent wave', 'pop']"
20,20,2021,21,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",,,['florida rap']
21,21,2021,22,Knife Talk,Drake Featuring 21 Savage & Project Pat,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
22,22,2021,23,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,,,['modern alternative pop']
23,23,2021,24,Montero (Call Me By Your Name),Lil Nas X,,,"['lgbtq+ hip hop', 'pop']"
24,24,2021,25,Chasing After You,Ryan Hurd With Maren Morris,,,"['contemporary country', 'country pop']"
25,25,2021,26,Girls Want Girls,Drake Featuring Lil Baby,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
26,26,2021,27,Moth To A Flame,Swedish House Mafia & The Weeknd,,,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']"
27,27,2021,28,Let's Go Brandon,Bryson Gray Featuring Tyson James & Chandler Crump,,,[]
28,28,2021,29,Thats What I Want,Lil Nas X,,,"['lgbtq+ hip hop', 'pop']"
29,29,2021,30,Pepas,Farruko,,,"['latin', 'reggaeton', 'trap latino']"
30,30,2021,31,Love Nwantiti (Ah Ah Ah),CKay,,,['afro r&b']
31,31,2021,32,Take My Breath,The Weeknd,,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
32,32,2021,33,Happier Than Ever,Billie Eilish,,,"['art pop', 'electropop', 'pop']"
33,33,2021,34,Wockesha,Moneybagg Yo,,,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
34,34,2021,35,Better Days,NEIKED X Mae Muller X Polo G,,,"['scandipop', 'tropical house']"
35,35,2021,36,Buy Dirt,Jordan Davis Featuring Luke Bryan,,,['contemporary country']
36,36,2021,37,Ghost,Justin Bieber,,,"['canadian pop', 'pop']"
37,37,2021,38,Lets Go Brandon,Loza Alexander,,,[]
38,38,2021,39,Cold As You,Luke Combs,,,"['contemporary country', 'country']"
39,39,2021,40,A-O-K,Tai Verdes,,,['modern indie pop']
40,40,2021,41,You Should Probably Leave,Chris Stapleton,,,"['contemporary country', 'outlaw country']"
41,41,2021,42,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,,"['dance pop', 'pop']"
42,42,2021,43,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
43,43,2021,44,Memory I Don't Mess With,Lee Brice,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
44,44,2021,45,Bubbly,Young Thug With Drake & Travis Scott,,,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']"
45,45,2021,46,Wild Side,Normani Featuring Cardi B,,,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
46,46,2021,47,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,,,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
47,47,2021,48,Gyalis,Capella Grey,,,['pop rap']
48,48,2021,49,I Was On A Boat That Day,Old Dominion,,,"['contemporary country', 'country', 'country road']"
49,49,2021,50,Family Ties,Baby Keem & Kendrick Lamar,,,"['hip hop', 'rap']"
50,50,2021,51,Have Mercy,Chloe,,,[]
51,51,2021,52,Fair Trade,Drake Featuring Travis Scott,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
52,52,2021,53,Same Boat,Zac Brown Band,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
53,53,2021,54,My Boy,Elvie Shane,,,"['art pop', 'electropop', 'pop']"
54,54,2021,55,Hurricane,Kanye West,,,"['chicago rap', 'rap']"
55,55,2021,56,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,,,['pop rap']
56,56,2021,57,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",,,"['alabama rap', 'pop r&b', 'pop rap', 'r&b', 'trap']"
57,57,2021,58,Knowing You,Kenny Chesney,,,"['contemporary country', 'country', 'country road']"
58,58,2021,59,Memory,Kane Brown X blackbear,,,"['black americana', 'contemporary country', 'country road']"
59,59,2021,60,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,,,"['contemporary country', 'country', 'country pop']"
60,60,2021,61,Not In The Mood,"Lil Tjay, Fivio Foreign & Kay Flock",,,"['brooklyn drill', 'melodic rap', 'nyc rap']"
61,61,2021,62,Pissed Me Off,Lil Durk,,,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']"
62,62,2021,63,Woman,Doja Cat,,,"['dance pop', 'pop']"
63,63,2021,64,Sand In My Boots,Morgan Wallen,,,['contemporary country']
64,64,2021,65,'Til You Can't,Cody Johnson,,,"['contemporary country', 'country road', 'texas country']"
65,65,2021,66,Love Again,Dua Lipa,,,"['dance pop', 'pop', 'uk pop']"
66,66,2021,67,Whiskey And Rain,Michael Ray,,,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
67,67,2021,68,One Mississippi,Kane Brown,,,"['black americana', 'contemporary country', 'country road']"
68,68,2021,69,Switches & Dracs,Moneybagg Yo Featuring Lil Durk & EST Gee,,,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
69,69,2021,70,Jugaste y Sufri,Eslabon Armado Featuring DannyLux,,,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'sierreno']"
70,70,2021,71,Too Easy,Gunna & Future,,,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']"
71,71,2021,72,Esta Danada,Ivan Cornejo,,,"['corrido', 'corridos tumbados', 'nuevo regional mexicano']"
72,72,2021,73,Volvi,Aventura x Bad Bunny,,,"['bachata', 'bachata dominicana', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']"
73,73,2021,74,Tequila Little Time,Jon Pardi,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
74,74,2021,75,Whole Lotta Money,BIA Featuring Nicki Minaj,,,"['escape room', 'pop', 'r&b', 'rap latina', 'trap queen']"
75,75,2021,76,2055,Sleepy Hallow,,,"['brooklyn drill', 'nyc rap']"
76,76,2021,77,Maybach,42 Dugg Featuring Future,,,"['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
77,77,2021,78,WFM,Realestk,,,[]
78,78,2021,79,Poke It Out,Wale Featuring J. Cole,,,"['hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
79,79,2021,80,Praise God,Kanye West,,,"['chicago rap', 'rap']"
80,80,2021,81,Lo Siento BB:/,"Tainy, Bad Bunny & Julieta Venegas",,,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'trap latino']"
81,81,2021,82,Freedom Was A Highway,Jimmie Allen & Brad Paisley,,,"['black americana', 'contemporary country', 'country pop']"
82,82,2021,83,For Tonight,Giveon,,,"['pop', 'r&b']"
83,83,2021,84,Thot Shit,Megan Thee Stallion,,,"['houston rap', 'pop', 'trap queen']"
84,84,2021,85,Like A Lady,Lady A,,,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']"
85,85,2021,86,Get Into It (Yuh),Doja Cat,,,"['dance pop', 'pop']"
86,86,2021,87,Scorpio,Moneybagg Yo,,,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
87,87,2021,88,Big Energy,Latto,,,"['pop', 'pop r&b', 'pop rap', 'r&b', 'trap queen']"
88,88,2021,89,Half Of My Hometown,Kelsea Ballerini Featuring Kenny Chesney,,,"['contemporary country', 'country', 'pop']"
89,89,2021,90,Money,Lisa,,,['k-pop']
90,90,2021,91,No Friends In The Industry,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
92,92,2021,93,Who's In Your Head,Jonas Brothers,,,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
93,93,2021,94,In The Bible,Drake Featuring Lil Durk & Giveon,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
94,94,2021,95,Just About Over You,Priscilla Block,,,"['contemporary country', 'country pop']"
95,95,2021,96,To Be Loved By You,Parker McCollum,,,"['contemporary country', 'texas country']"
96,96,2021,97,Ain't Shit,Doja Cat,,,"['dance pop', 'pop']"
97,97,2021,98,Life Goes On,Oliver Tree,,,['alternative hip hop']
98,98,2021,99,Come Through,H.E.R. Featuring Chris Brown,,,['melodic rap']
99,99,2021,100,Nevada,YoungBoy Never Broke Again,,,"['baton rouge rap', 'trap']"
100,100,2021,1,Easy On Me,Adele,,,"['british soul', 'pop', 'pop soul', 'uk pop']"
101,101,2021,2,Stay,The Kid LAROI & Justin Bieber,,,['australian hip hop']
102,102,2021,3,Industry Baby,Lil Nas X & Jack Harlow,,,"['lgbtq+ hip hop', 'pop']"
103,103,2021,4,Fancy Like,Walker Hayes,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
104,104,2021,5,Bad Habits,Ed Sheeran,,,"['pop', 'uk pop']"
105,105,2021,6,Way 2 Sexy,Drake Featuring Future & Young Thug,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
106,106,2021,7,Good 4 U,Olivia Rodrigo,,,['pop']
107,107,2021,8,Levitating,Dua Lipa,,,"['dance pop', 'pop', 'uk pop']"
108,108,2021,9,Shivers,Ed Sheeran,,,"['pop', 'uk pop']"
109,109,2021,10,Kiss Me More,Doja Cat Featuring SZA,,,"['dance pop', 'pop']"
110,110,2021,11,Need To Know,Doja Cat,,,"['dance pop', 'pop']"
111,111,2021,12,Essence,Wizkid Featuring Justin Bieber & Tems,,,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']"
112,112,2021,13,My Universe,Coldplay x BTS,,,"['permanent wave', 'pop']"
113,113,2021,14,Heat Waves,Glass Animals,,,"['gauze pop', 'indietronica', 'shiver pop']"
114,114,2021,15,Beggin',Maneskin,,,"['indie rock italiano', 'italian pop']"
115,115,2021,16,You Right,Doja Cat & The Weeknd,,,"['dance pop', 'pop']"
116,116,2021,17,Save Your Tears,The Weeknd & Ariana Grande,,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
117,117,2021,18,Knife Talk,Drake Featuring 21 Savage & Project Pat,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
118,118,2021,19,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",,,['florida rap']
119,119,2021,20,Bubbly,Young Thug With Drake & Travis Scott,,,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']"
120,120,2021,21,Cold Heart (PNAU Remix),Elton John & Dua Lipa,,,"['glam rock', 'mellow gold', 'piano rock']"
121,121,2021,22,Traitor,Olivia Rodrigo,,,['pop']
122,122,2021,23,If I Didn't Love You,Jason Aldean & Carrie Underwood,,,"['contemporary country', 'country', 'country road']"
123,123,2021,24,Montero (Call Me By Your Name),Lil Nas X,,,"['lgbtq+ hip hop', 'pop']"
124,124,2021,25,Chasing After You,Ryan Hurd With Maren Morris,,,"['contemporary country', 'country pop']"
125,125,2021,26,Girls Want Girls,Drake Featuring Lil Baby,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
126,126,2021,27,Take My Breath,The Weeknd,,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
127,127,2021,28,Thats What I Want,Lil Nas X,,,"['lgbtq+ hip hop', 'pop']"
128,128,2021,29,Pepas,Farruko,,,"['latin', 'reggaeton', 'trap latino']"
129,129,2021,30,Happier Than Ever,Billie Eilish,,,"['art pop', 'electropop', 'pop']"
130,130,2021,31,Love Nwantiti (Ah Ah Ah),CKay,,,['afro r&b']
131,131,2021,32,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,,,['modern alternative pop']
132,132,2021,33,Wockesha,Moneybagg Yo,,,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
133,133,2021,34,Buy Dirt,Jordan Davis Featuring Luke Bryan,,,['contemporary country']
134,134,2021,35,Memory I Don't Mess With,Lee Brice,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
135,135,2021,36,A-O-K,Tai Verdes,,,['modern indie pop']
136,136,2021,37,My Boy,Elvie Shane,,,"['art pop', 'electropop', 'pop']"
137,137,2021,38,Ghost,Justin Bieber,,,"['canadian pop', 'pop']"
138,138,2021,39,Pissed Me Off,Lil Durk,,,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']"
139,139,2021,40,You Should Probably Leave,Chris Stapleton,,,"['contemporary country', 'outlaw country']"
140,140,2021,41,Cold As You,Luke Combs,,,"['contemporary country', 'country']"
141,141,2021,42,I Was On A Boat That Day,Old Dominion,,,"['contemporary country', 'country', 'country road']"
142,142,2021,43,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,,,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
143,143,2021,44,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,,"['dance pop', 'pop']"
144,144,2021,45,Lets Go Brandon,Loza Alexander,,,[]
145,145,2021,46,Gyalis,Capella Grey,,,['pop rap']
146,146,2021,47,Wild Side,Normani Featuring Cardi B,,,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
147,147,2021,48,Fair Trade,Drake Featuring Travis Scott,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
148,148,2021,49,Leave Before You Love Me,Marshmello X Jonas Brothers,,,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']"
149,149,2021,50,Deja Vu,Olivia Rodrigo,,,['pop']
150,150,2021,51,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
151,151,2021,52,Family Ties,Baby Keem & Kendrick Lamar,,,"['hip hop', 'rap']"
152,152,2021,53,Have Mercy,Chloe,,,[]
153,153,2021,54,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,,,"['contemporary country', 'country', 'country pop']"
154,154,2021,55,Same Boat,Zac Brown Band,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
155,155,2021,56,Ex For A Reason,Summer Walker & JT,,,"['pop', 'r&b']"
156,156,2021,57,Better Days,NEIKED X Mae Muller X Polo G,,,"['scandipop', 'tropical house']"
157,157,2021,58,Hurricane,Kanye West,,,"['chicago rap', 'rap']"
158,158,2021,59,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",,,"['alabama rap', 'pop r&b', 'pop rap', 'r&b', 'trap']"
159,159,2021,60,Late At Night,Roddy Ricch,,,"['melodic rap', 'rap', 'trap']"
160,160,2021,61,Love Again,Dua Lipa,,,"['dance pop', 'pop', 'uk pop']"
161,161,2021,62,Memory,Kane Brown X blackbear,,,"['black americana', 'contemporary country', 'country road']"
162,162,2021,63,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,,,['pop rap']
163,163,2021,64,Knowing You,Kenny Chesney,,,"['contemporary country', 'country', 'country road']"
164,164,2021,65,Woman,Doja Cat,,,"['dance pop', 'pop']"
165,165,2021,66,Esta Danada,Ivan Cornejo,,,"['corrido', 'corridos tumbados', 'nuevo regional mexicano']"
166,166,2021,67,WFM,Realestk,,,[]
167,167,2021,68,Livin It Up,Young Thug With Post Malone & A$AP Rocky,,,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']"
168,168,2021,69,Stressed,Young Thug With J. Cole & T-Shyne,,,"['modern rock', 'rock']"
169,169,2021,70,Whole Lotta Money,BIA Featuring Nicki Minaj,,,"['escape room', 'pop', 'r&b', 'rap latina', 'trap queen']"
170,170,2021,71,Too Easy,Gunna & Future,,,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']"
171,171,2021,72,2055,Sleepy Hallow,,,"['brooklyn drill', 'nyc rap']"
172,172,2021,73,Lo Siento BB:/,"Tainy, Bad Bunny & Julieta Venegas",,,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'trap latino']"
173,173,2021,74,Sand In My Boots,Morgan Wallen,,,['contemporary country']
174,174,2021,75,Volvi,Aventura x Bad Bunny,,,"['bachata', 'bachata dominicana', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']"
175,175,2021,76,'Til You Can't,Cody Johnson,,,"['contemporary country', 'country road', 'texas country']"
176,176,2021,77,Jugaste y Sufri,Eslabon Armado Featuring DannyLux,,,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'sierreno']"
177,177,2021,78,Rich N***a Shit,Young Thug With Juice WRLD,,,"['baton rouge rap', 'trap']"
178,178,2021,79,Yonaguni,Bad Bunny,,,"['latin', 'reggaeton', 'trap latino']"
179,179,2021,80,One Mississippi,Kane Brown,,,"['black americana', 'contemporary country', 'country road']"
180,180,2021,81,Whiskey And Rain,Michael Ray,,,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
181,181,2021,82,Thot Shit,Megan Thee Stallion,,,"['houston rap', 'pop', 'trap queen']"
182,182,2021,83,Tequila Little Time,Jon Pardi,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
183,183,2021,84,Freedom Was A Highway,Jimmie Allen & Brad Paisley,,,"['black americana', 'contemporary country', 'country pop']"
184,184,2021,85,Maybach,42 Dugg Featuring Future,,,"['detroit trap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
185,185,2021,86,Get Into It (Yuh),Doja Cat,,,"['dance pop', 'pop']"
186,186,2021,87,No Friends In The Industry,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
187,187,2021,88,For Tonight,Giveon,,,"['pop', 'r&b']"
188,188,2021,89,Praise God,Kanye West,,,"['chicago rap', 'rap']"
189,189,2021,90,Champagne Poetry,Drake,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
190,190,2021,91,Let Somebody Go,Coldplay X Selena Gomez,,,"['permanent wave', 'pop']"
192,192,2021,93,You Time,Scotty McCreery,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
193,193,2021,94,In The Bible,Drake Featuring Lil Durk & Giveon,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
194,194,2021,95,Peepin Out The Window,Young Thug With Future & BSlime,,,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']"
195,195,2021,96,Who's In Your Head,Jonas Brothers,,,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
196,196,2021,97,Woo Baby,Pop Smoke Featuring Chris Brown,,,['brooklyn drill']
197,197,2021,98,Flocky Flocky,Don Toliver Featuring Travis Scott,,,"['pop', 'rap', 'trap']"
198,198,2021,99,Like A Lady,Lady A,,,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']"
199,199,2021,100,Just About Over You,Priscilla Block,,,"['contemporary country', 'country pop']"
200,200,2021,1,Industry Baby,Lil Nas X & Jack Harlow,,,"['lgbtq+ hip hop', 'pop']"
201,201,2021,2,Stay,The Kid LAROI & Justin Bieber,,,['australian hip hop']
202,202,2021,3,Fancy Like,Walker Hayes,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
203,203,2021,4,Bad Habits,Ed Sheeran,,,"['pop', 'uk pop']"
204,204,2021,5,Way 2 Sexy,Drake Featuring Future & Young Thug,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
205,205,2021,6,Good 4 U,Olivia Rodrigo,,,['pop']
206,206,2021,7,Kiss Me More,Doja Cat Featuring SZA,,,"['dance pop', 'pop']"
207,207,2021,8,Levitating,Dua Lipa,,,"['dance pop', 'pop', 'uk pop']"
208,208,2021,9,Essence,Wizkid Featuring Justin Bieber & Tems,,,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']"
209,209,2021,10,Shivers,Ed Sheeran,,,"['pop', 'uk pop']"
210,210,2021,11,Need To Know,Doja Cat,,,"['dance pop', 'pop']"
211,211,2021,12,Heat Waves,Glass Animals,,,"['gauze pop', 'indietronica', 'shiver pop']"
212,212,2021,13,Save Your Tears,The Weeknd & Ariana Grande,,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
213,213,2021,14,Knife Talk,Drake Featuring 21 Savage & Project Pat,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
214,214,2021,15,Beggin',Maneskin,,,"['indie rock italiano', 'italian pop']"
215,215,2021,16,You Right,Doja Cat & The Weeknd,,,"['dance pop', 'pop']"
216,216,2021,17,Who Want Smoke??,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",,,['florida rap']
217,217,2021,18,My Universe,Coldplay x BTS,,,"['permanent wave', 'pop']"
218,218,2021,19,If I Didn't Love You,Jason Aldean & Carrie Underwood,,,"['contemporary country', 'country', 'country road']"
219,219,2021,20,Montero (Call Me By Your Name),Lil Nas X,,,"['lgbtq+ hip hop', 'pop']"
220,220,2021,21,Traitor,Olivia Rodrigo,,,['pop']
221,221,2021,22,Girls Want Girls,Drake Featuring Lil Baby,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
222,222,2021,23,Chasing After You,Ryan Hurd With Maren Morris,,,"['contemporary country', 'country pop']"
223,223,2021,24,Take My Breath,The Weeknd,,,"['canadian contemporary r&b', 'canadian pop', 'pop']"
224,224,2021,25,Cold Heart (PNAU Remix),Elton John & Dua Lipa,,,"['glam rock', 'mellow gold', 'piano rock']"
225,225,2021,26,Thats What I Want,Lil Nas X,,,"['lgbtq+ hip hop', 'pop']"
226,226,2021,27,Pepas,Farruko,,,"['latin', 'reggaeton', 'trap latino']"
227,227,2021,28,My Boy,Elvie Shane,,,"['art pop', 'electropop', 'pop']"
228,228,2021,29,Wockesha,Moneybagg Yo,,,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
229,229,2021,30,Happier Than Ever,Billie Eilish,,,"['art pop', 'electropop', 'pop']"
230,230,2021,31,Love Nwantiti (Ah Ah Ah),CKay,,,['afro r&b']
231,231,2021,32,Ghost,Justin Bieber,,,"['canadian pop', 'pop']"
232,232,2021,33,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,,,"['contemporary country', 'country', 'country pop']"
233,233,2021,34,A-O-K,Tai Verdes,,,['modern indie pop']
234,234,2021,35,Memory I Don't Mess With,Lee Brice,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
235,235,2021,36,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,,,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
236,236,2021,37,I Was On A Boat That Day,Old Dominion,,,"['contemporary country', 'country', 'country road']"
237,237,2021,38,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),,,"['dance pop', 'pop']"
238,238,2021,39,Fair Trade,Drake Featuring Travis Scott,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
239,239,2021,40,Buy Dirt,Jordan Davis Featuring Luke Bryan,,,['contemporary country']
240,240,2021,41,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,,,"['canadian pop', 'pop']"
241,241,2021,42,Deja Vu,Olivia Rodrigo,,,['pop']
242,242,2021,43,You Should Probably Leave,Chris Stapleton,,,"['contemporary country', 'outlaw country']"
243,243,2021,44,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,,,['modern alternative pop']
244,244,2021,45,Cold As You,Luke Combs,,,"['contemporary country', 'country']"
245,245,2021,46,Gyalis,Capella Grey,,,['pop rap']
246,246,2021,47,Love Again,Dua Lipa,,,"['dance pop', 'pop', 'uk pop']"
247,247,2021,48,Leave Before You Love Me,Marshmello X Jonas Brothers,,,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']"
248,248,2021,49,Family Ties,Baby Keem & Kendrick Lamar,,,"['hip hop', 'rap']"
249,249,2021,50,Hurricane,Kanye West,,,"['chicago rap', 'rap']"
250,250,2021,51,Lo Siento BB:/,"Tainy, Bad Bunny & Julieta Venegas",,,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'trap latino']"
251,251,2021,52,Wild Side,Normani Featuring Cardi B,,,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
252,252,2021,53,Flocky Flocky,Don Toliver Featuring Travis Scott,,,"['pop', 'rap', 'trap']"
253,253,2021,54,Have Mercy,Chloe,,,[]
254,254,2021,55,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,,,"['contemporary country', 'country', 'country road', 'modern country rock']"
255,255,2021,56,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",,,"['alabama rap', 'pop r&b', 'pop rap', 'r&b', 'trap']"
256,256,2021,57,Late At Night,Roddy Ricch,,,"['melodic rap', 'rap', 'trap']"
257,257,2021,58,2055,Sleepy Hallow,,,"['brooklyn drill', 'nyc rap']"
258,258,2021,59,Whole Lotta Money,BIA Featuring Nicki Minaj,,,"['escape room', 'pop', 'r&b', 'rap latina', 'trap queen']"
259,259,2021,60,Memory,Kane Brown X blackbear,,,"['black americana', 'contemporary country', 'country road']"
260,260,2021,61,Esta Danada,Ivan Cornejo,,,"['corrido', 'corridos tumbados', 'nuevo regional mexicano']"
261,261,2021,62,Knowing You,Kenny Chesney,,,"['contemporary country', 'country', 'country road']"
